"Numero";"Url"
"261";"http://www2.zelo.com.br/product.aspx?idProduct=24384&iddept=100101150"
"262";"http://www2.zelo.com.br/almofada-emoji---apaixonado,product,22495,dept,100101150.aspx"
"263";"http://www2.zelo.com.br/product.aspx?idProduct=22495&iddept=100101150"
"264";"http://www2.zelo.com.br/almofada-emoji---unicornio,product,24930,dept,100101150.aspx"
"265";"http://www2.zelo.com.br/product.aspx?idProduct=24930&iddept=100101150"
"266";"http://www2.zelo.com.br/almofada-emoji---porco,product,24929,dept,100101150.aspx"
"267";"http://www2.zelo.com.br/product.aspx?idProduct=24929&iddept=100101150"
"268";"http://www2.zelo.com.br/almofada-emoji---piscadinha,product,22498,dept,100101150.aspx"
"269";"http://www2.zelo.com.br/product.aspx?idProduct=22498&iddept=100101150"
"270";"http://www2.zelo.com.br/almofada-emoji---beijinho,product,22496,dept,100101150.aspx"
"271";"http://www2.zelo.com.br/product.aspx?idProduct=22496&iddept=100101150"
"272";"http://www2.zelo.com.br/almofada-lynel-sublimada---sophie,product,25422,dept,100101150.aspx"
"273";"http://www2.zelo.com.br/product.aspx?idProduct=25422&iddept=100101150"
"274";"http://www2.zelo.com.br/jogo-de-cama-malha-stampa-solteiro---100-algodao---lynel,product,25352,dept,10010004.aspx"
"275";"http://www2.zelo.com.br/product.aspx?idProduct=25352&iddept=10010004"
"276";"http://www2.zelo.com.br/colcha-matelasse-de-malha-stampa-solteiro-com-1-porta-travesseiro---lynel,product,25364,dept,10050004.aspx"
"277";"http://www2.zelo.com.br/product.aspx?idProduct=25364&iddept=10050004"
"278";"http://www2.zelo.com.br/jogo-de-cama-malha-stampa-casal---100-algodao---sophie,product,25349,dept,10010003.aspx"
